sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
consensus	chromosome			contig_22	70500	0.4888085106382979	d12958e6c6589f23ea6e4d1bb151bc85	00918	LT898486	ISKpn26	IS5	1197	1	1196	20386	21581						
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	00733	NC_000913	IS30D	IS30	1221	1	1221	1595	2815	1221	plus	100.0	99.918	0.0	2250
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	00952	MG930932	IS102	IS5	1055	1	1055	16084	17137	1056	minus	100.0	95.076	0.0	1659
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	00278	KY320277	ISSen3	IS21	1956	1	1956	18740	20695	1956	plus	100.0	99.898	0.0	3602
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	00073	KY495890	IS5075	IS110	5282	1	1205	21108	22312	1205	minus	23.0	100.0	0.0	2226
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	00429	MF344562	ISKpn38	IS3	1598	1	1598	29504	31101	1598	plus	100.0	99.249	0.0	2885
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	01362	MF344564	ISKpn21	ISNCY	2278	163	2278	41079	43193	2116	plus	93.0	99.905	0.0	3895
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	00918	LT898486	ISKpn26	IS5	1197	1	1196	57236	58431	1196	minus	99.0	99.415	0.0	2170
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	01386	KX710093	ISArsp6	Tn3	9319	3328	9318	78753	84760	6038	plus	64.0	89.997	0.0	7733
consensus	plasmid	AB130	AJ726	contig_5	124201	0.528860476163638	b80945f63a29e8f527a6e40196d38590	01386	KX710093	ISArsp6	Tn3	9319	1	4327	89848	94176	4329	minus	46.0	90.76	0.0	5777
consensus	plasmid	AB130	AJ726	contig_4	106058	0.5133040411850119	a3d73aa779a32b33865f2bc9e50e55e2	00954	MF344567	IS903	IS5	1057	1	1057	15885	16941	1057	plus	100.0	99.622	0.0	1930
consensus	plasmid	AB130	AJ726	contig_4	106058	0.5133040411850119	a3d73aa779a32b33865f2bc9e50e55e2	01315	CP022426	ISStma11	ISL3	4426	542	3969	32059	35492	3451	plus	77.0	83.86	0.0	3251
consensus	plasmid	AB130	AJ726	contig_4	106058	0.5133040411850119	a3d73aa779a32b33865f2bc9e50e55e2	00918	LT898486	ISKpn26	IS5	1197	1	1105	39162	40266	1105	minus	92.0	99.276	0.0	1997
consensus	plasmid	AB130	AJ726	contig_4	106058	0.5133040411850119	a3d73aa779a32b33865f2bc9e50e55e2	01077	NC_004851	IS630	IS630	1160	1	1160	94465	95624	1161	minus	100.0	88.372	0.0	1395
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	01168	AP010953	ISEc22	IS66	2454	1	2454	13240	15694	2455	plus	100.0	99.185	0.0	4421
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	18556	20833	2278	plus	100.0	99.956	0.0	4202
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	00073	KY495890	IS5075	IS110	5282	1	1208	27409	28619	1211	plus	23.0	99.67	0.0	2211
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	00073	KY495890	IS5075	IS110	5282	1202	4806	28766	32372	3607	plus	68.0	97.865	0.0	6233
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	01263	MG053108	ISAeme2	ISAs1	6172	4048	6172	35764	37887	2125	minus	34.0	99.906	0.0	3912
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	37888	40546	2661	plus	100.0	96.618	0.0	4409
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	01263	MG053108	ISAeme2	ISAs1	6172	1698	4052	40859	43213	2355	minus	38.0	100.0	0.0	4349
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	00073	KY495890	IS5075	IS110	5282	1900	3284	64044	65428	1396	minus	26.0	85.817	0.0	1463
consensus	plasmid	AA452	AI551	contig_2	95327	0.5307205723457152	e50a603b39cfd5c7cc98d40a18f5c927	01263	MG053108	ISAeme2	ISAs1	6172	2023	3867	72751	74596	1846	plus	30.0	99.892	0.0	3397
consensus	plasmid	AA452	AI551	contig_26	44478	0.5206169342146679	7d4e437a2687425022c5fe685b621d9a	00955	MF344566	ISPan1	IS5	1057	8	1057	11428	12478	1052	plus	99.0	98.004	0.0	1823
consensus	plasmid	AA035		contig_16	66941	0.5120479227976875	e5cab814a3c129e5afdbb9fd4a5962d0	00954	MF344567	IS903	IS5	1057	1	1057	35307	36363	1057	minus	100.0	99.527	0.0	1925
consensus	plasmid	AA035		contig_16	66941	0.5120479227976875	e5cab814a3c129e5afdbb9fd4a5962d0	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	54754	57031	2278	minus	100.0	99.956	0.0	4202
consensus	plasmid	AA035		contig_16	66941	0.5120479227976875	e5cab814a3c129e5afdbb9fd4a5962d0	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	57037	59314	2278	minus	100.0	99.956	0.0	4202
consensus	plasmid	AA035		contig_27	39170	0.515292315547613	97602c0d963c22484d94df5d75f6f1af	00832	KY270853	ISKpn28	IS481	1105	1	1097	7244	8340	1097	plus	99.0	99.818	0.0	2015
consensus	plasmid	AA035		contig_27	39170	0.515292315547613	97602c0d963c22484d94df5d75f6f1af	00832	KY270853	ISKpn28	IS481	1105	1	1097	21205	22301	1097	plus	99.0	99.909	0.0	2021
consensus	plasmid	AA035		contig_31	36134	0.5443626501356064	83f5f5d85be23b93fc4ad129b614ae39	00645	MF072965	ISBrsa1	IS3	1250	1	1246	28134	29377	1246	minus	99.0	98.555	0.0	2200
consensus	plasmid	AA035		contig_31	36134	0.5443626501356064	83f5f5d85be23b93fc4ad129b614ae39	00918	LT898486	ISKpn26	IS5	1197	1	1196	31400	32594	1196	minus	99.0	99.164	0.0	2152
consensus	plasmid	AA035		contig_32	26750	0.4907663551401869	85045752c8e7f7613d9cc6ae19050bf2	00918	LT898486	ISKpn26	IS5	1197	1	1197	15653	16849	1197	plus	100.0	99.332	0.0	2167
consensus	plasmid	AA035		contig_29	17013	0.5134309057779345	7dfaf534292a4e0272b4c04a3f983549	00645	MF072965	ISBrsa1	IS3	1250	7	1246	11614	12841	1254	minus	99.0	92.743	0.0	1775
consensus	plasmid	AA035		contig_29	17013	0.5134309057779345	7dfaf534292a4e0272b4c04a3f983549	00918	LT898486	ISKpn26	IS5	1197	1	1196	14869	16064	1202	minus	99.0	97.671	0.0	2054
