sample_id	molecule_type	primary_cluster_id	secondary_cluster_id	contig_id	size	gc	md5	mge_id	mge_acs	mge_type	mge_subtype	mge_length	mge_start	mge_end	contig_start	contig_end	length	sstrand	qcovhsp	pident	evalue	bitscore
consensus	chromosome			contig_30	205906	0.59089098909211	8c2c06ebe23e43cb5298acd2c02b22ab	00610	AP006725	ISKpn1	IS3	1445	1	1445	5141	6586						
consensus	chromosome			contig_47	196449	0.5882900905578548	fda63ab73f353acb43b222f4a3d8d428	00640	MF344566	ISKpn8	IS3	1443	1	1443	35326	36768						
consensus	chromosome			contig_47	196449	0.5882900905578548	fda63ab73f353acb43b222f4a3d8d428	00832	KY270853	ISKpn28	IS481	1105	1	1096	36835	37930						
consensus	chromosome			contig_47	196449	0.5882900905578548	fda63ab73f353acb43b222f4a3d8d428	00954	MF344567	IS903	IS5	1057	1	1057	66511	67567						
consensus	chromosome			contig_65	176842	0.5791384399633571	18442f8f62c91f88d30b70625ff44129	00918	LT898486	ISKpn26	IS5	1197	1	1196	169532	170727						
consensus	chromosome			contig_65	176842	0.5791384399633571	18442f8f62c91f88d30b70625ff44129	00584	AP010953	ISEc16	IS3	1233	1	1233	172728	173959						
consensus	chromosome			contig_51	136879	0.5541390571234448	8eae9cc5c85af05ec6e998202d45d704	00832	KY270853	ISKpn28	IS481	1105	1	1096	5683	6779						
consensus	chromosome			contig_44	131416	0.5698925549400378	0281539cc0ea8b297576437e7ac9edeb	00953	KY652381	IS903B	IS5	1057	1	1057	107579	108636						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	00954	MF344567	IS903	IS5	1057	1	1057	3285	4341						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	00543	JX424614	ISKpn34	IS3	1221	1	1221	15486	16706						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	01153	KY270852	ISEcl6	IS66	2498	465	2498	23141	25174						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	30541	32818						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	00429	MF344562	ISKpn38	IS3	1598	1	1598	32853	34448						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	00918	LT898486	ISKpn26	IS5	1197	1	1196	49880	51075						
consensus	chromosome			contig_13	86512	0.5282850933974478	219326056d7501339c698aadb7739ced	00953	KY652381	IS903B	IS5	1057	1	1057	80017	81075						
consensus	chromosome			contig_54	65137	0.5771374180573253	1bfc9648fd06ff00f9a7a6a03cfe83e9	00954	MF344567	IS903	IS5	1057	1	1057	591	1654						
consensus	chromosome			contig_66	54228	0.5342627424946522	c46f268b73c9dd7f4ea5f3b87dda20c5	00918	LT898486	ISKpn26	IS5	1197	1	1196	24512	25707						
consensus	chromosome			contig_66	54228	0.5342627424946522	c46f268b73c9dd7f4ea5f3b87dda20c5	00918	LT898486	ISKpn26	IS5	1197	1	1196	47629	48828						
consensus	chromosome			contig_71	33549	0.5859787176965037	08fcee7ae4c5da16215abc3b286d7550	00918	LT898486	ISKpn26	IS5	1197	1	1196	12437	13632						
consensus	chromosome			contig_50	33452	0.5301925146478537	96f1b8479257d9cdd9ea0cf5832278e2	00832	KY270853	ISKpn28	IS481	1105	1	1096	29204	30274						
consensus	plasmid	AA035	AH602	contig_18	147901	0.5454797465872442	0e6a05b2874c2c463ed6559d6fa7c6b5	01362	MF344564	ISKpn21	ISNCY	2278	1	2278	642	2920	2279	plus	100.0	99.912	0.0	4196
consensus	plasmid	AA035	AH602	contig_18	147901	0.5454797465872442	0e6a05b2874c2c463ed6559d6fa7c6b5	01379	CP022426	ISPa38	Tn3	3400	22	2408	8195	10581	2387	minus	70.0	99.958	0.0	4403
consensus	plasmid	AA035	AH602	contig_18	147901	0.5454797465872442	0e6a05b2874c2c463ed6559d6fa7c6b5	00953	KY652381	IS903B	IS5	1057	1	1049	24801	25849	1049	minus	99.0	95.806	0.0	1694
consensus	plasmid	AA035	AH602	contig_18	147901	0.5454797465872442	0e6a05b2874c2c463ed6559d6fa7c6b5	00918	LT898486	ISKpn26	IS5	1197	1	1196	55862	57056	1199	minus	99.0	91.66	0.0	1653
consensus	plasmid	AA035	AH602	contig_18	147901	0.5454797465872442	0e6a05b2874c2c463ed6559d6fa7c6b5	00952	MG930932	IS102	IS5	1055	1	1055	63739	64792	1056	plus	100.0	94.981	0.0	1653
consensus	plasmid	AA035	AH602	contig_18	147901	0.5454797465872442	0e6a05b2874c2c463ed6559d6fa7c6b5	00918	LT898486	ISKpn26	IS5	1197	1	1196	70230	71423	1196	minus	99.0	99.247	0.0	2158
consensus	plasmid	AA035	AH602	contig_24	42438	0.538055516282577	ddc2c677fcb5e293b370b022dcb78a51	00028	JX424614	ISEc21	IS110	1374	1	1374	18025	19398	1374	plus	100.0	99.854	0.0	2527
consensus	plasmid	AA035	AH602	contig_24	42438	0.538055516282577	ddc2c677fcb5e293b370b022dcb78a51	00199	CP022426	ISAs25	IS1634	1722	1	1722	23279	25000	1722	minus	100.0	99.71	0.0	3153
consensus	plasmid	AA035	AH602	contig_24	42438	0.538055516282577	ddc2c677fcb5e293b370b022dcb78a51	00918	LT898486	ISKpn26	IS5	1197	1	1196	32256	33451	1196	minus	99.0	99.164	0.0	2154
consensus	plasmid	AA035	AH602	contig_24	42438	0.538055516282577	ddc2c677fcb5e293b370b022dcb78a51	01153	KY270852	ISEcl6	IS66	2498	465	2498	34170	36203	2037	plus	81.0	88.218	0.0	2427
consensus	plasmid	AA035	AH602	contig_25	20890	0.4985160363810436	20db56dba24e10e762dbcca0823600f8	00953	KY652381	IS903B	IS5	1057	1	1057	17529	18585	1057	plus	100.0	95.364	0.0	1681
consensus	plasmid	AA035	AH602	contig_25	20890	0.4985160363810436	20db56dba24e10e762dbcca0823600f8	00832	KY270853	ISKpn28	IS481	1105	1	1097	19407	20503	1097	minus	99.0	99.818	0.0	2015
consensus	plasmid	AA035	AH602	contig_37	15437	0.5454427673770811	22f148d669b2f0df054ebd12b0b69998	00918	LT898486	ISKpn26	IS5	1197	1	1197	2966	4162	1198	minus	100.0	96.411	0.0	1973
consensus	plasmid	AA035	AH602	contig_37	15437	0.5454427673770811	22f148d669b2f0df054ebd12b0b69998	00918	LT898486	ISKpn26	IS5	1197	1	1196	10461	11656	1196	minus	99.0	99.331	0.0	2165
consensus	plasmid	AA035	AH602	contig_39	10335	0.583744557329463	a7a00686c9a119bef0e7596922b62e42	00918	LT898486	ISKpn26	IS5	1197	1	1196	6583	7778	1196	minus	99.0	99.247	0.0	2159
consensus	plasmid	AA035	AH602	contig_8	5389	0.5308962701799963	2055275cf498fbf0d8908b7709cf571b	01168	AP010953	ISEc22	IS66	2454	8	2454	1	2445	2448	plus	99.0	99.06	0.0	4390
consensus	plasmid	AA035	AH602	contig_34	2450	0.5804081632653061	4f89950d7f3e09da3f130d40dbc736ef	01163	NC_002695	ISSgsp1	IS66	3044	358	2799	1	2450	2466	plus	80.0	87.226	0.0	2772
consensus	plasmid	AF031	AO930	contig_21	115775	0.4947959404016411	f8c8f9ce4530d2a677a580aaba22cab6	01153	KY270852	ISEcl6	IS66	2498	465	2498	462	2494	2037	plus	81.0	88.169	0.0	2420
consensus	plasmid	AF031	AO930	contig_21	115775	0.4947959404016411	f8c8f9ce4530d2a677a580aaba22cab6	01153	KY270852	ISEcl6	IS66	2498	465	2498	5905	7938	2037	plus	81.0	88.218	0.0	2427
consensus	plasmid	AF031	AO930	contig_21	115775	0.4947959404016411	f8c8f9ce4530d2a677a580aaba22cab6	00163	KJ125070	ISEcp1	IS1380	2656	1	2656	99838	102496	2661	plus	100.0	96.618	0.0	4409
consensus	plasmid	AE109	AN830	contig_12	109207	0.5280430741619127	2bebaff9187213e8c33d55ba23c6d756	00918	LT898486	ISKpn26	IS5	1197	1	1196	1131	2326	1197	minus	99.0	96.408	0.0	1971
consensus	plasmid	AE109	AN830	contig_12	109207	0.5280430741619127	2bebaff9187213e8c33d55ba23c6d756	00918	LT898486	ISKpn26	IS5	1197	1	1196	10124	11318	1199	minus	99.0	90.742	0.0	1592
consensus	plasmid	AE109	AN830	contig_12	109207	0.5280430741619127	2bebaff9187213e8c33d55ba23c6d756	01153	KY270852	ISEcl6	IS66	2498	383	2498	24127	26239	2117	plus	85.0	88.096	0.0	2508
consensus	plasmid	AE109	AN830	contig_33	7953	0.5174148120206211	7859354646565fe2edbd7f2d501211b3	00543	JX424614	ISKpn34	IS3	1221	1	1205	1588	2792	1206	plus	99.0	89.386	0.0	1517
consensus	plasmid	AE109	AN830	contig_33	7953	0.5174148120206211	7859354646565fe2edbd7f2d501211b3	00918	LT898486	ISKpn26	IS5	1197	1	1196	2793	3988	1196	plus	99.0	99.247	0.0	2159
consensus	plasmid	AE109	AN830	contig_27	2495	0.5575150300601203	e40104bf2d881f4c5c8c0c82699c4ce5	01161	MF344567	ISKox1	IS66	2526	493	2525	462	2495	2044	plus	80.0	95.841	0.0	3284
